257 32896 266
2 173 94 0
187 172 4 0
56 127 57 0
123 52 6 0
175 5 54 0
202 125 87 0
233 255 64 0
77 134 37 0
89 155 36 0
132 39 36 0
228 86 3 0
81 161 67 0
223 148 78 0
126 53 57 0
5 97 20 0
25 202 4 0
209 121 45 0
40 120 16 0
34 70 100 0
147 168 39 0
253 14 76 0
119 256 27 0
236 65 98 0
35 81 30 0
193 148 85 0
148 112 12 0
222 127 36 0
194 91 35 0
115 156 27 0
250 105 24 0
22 166 27 0
218 215 28 0
50 78 46 0
133 250 18 0
178 61 35 0
15 87 26 0
207 16 38 0
44 108 76 0
20 102 57 0
159 194 55 0
22 182 84 0
110 133 51 0
66 226 44 0
164 44 1 0
68 10 89 0
146 249 23 0
50 247 44 0
55 64 71 0
120 209 68 0
38 163 21 0
82 200 39 0
191 99 55 0
3 76 16 0
171 14 75 0
214 124 47 0
69 247 63 0
120 116 100 0
222 28 4 0
69 229 4 0
37 215 30 0
202 192 95 0
173 101 9 0
79 119 56 0
182 61 22 0
96 15 97 0
98 126 95 0
163 111 17 0
146 61 80 0
46 215 1 0
7 55 71 0
222 170 54 0
112 8 72 0
125 141 2 0
128 1 54 0
104 114 56 0
184 235 23 0
60 111 40 0
249 129 82 0
139 244 84 0
256 174 90 0
179 10 24 0
161 166 44 0
200 51 35 0
123 31 13 0
134 99 87 0
149 102 85 0
141 105 25 0
125 58 21 0
58 189 80 0
226 183 90 0
206 0 21 0
98 131 70 0
12 61 63 0
91 113 11 0
151 250 8 0
75 33 54 0
69 79 89 0
150 45 20 0
72 45 62 0
135 75 100 0
159 120 62 0
131 92 64 0
65 150 28 0
173 81 63 0
221 144 37 0
104 161 10 0
100 129 70 0
163 146 71 0
175 229 78 0
237 205 47 0
232 98 77 0
121 250 15 0
165 118 91 0
30 73 42 0
135 114 78 0
12 146 39 0
102 106 89 0
52 10 1 0
76 150 95 0
176 51 66 0
30 220 68 0
23 48 76 0
248 167 24 0
135 202 74 0
45 249 2 0
10 176 87 0
161 140 57 0
167 57 68 0
85 68 11 0
135 182 32 0
155 42 45 0
196 224 52 0
215 35 76 0
92 89 40 0
138 163 84 0
30 146 58 0
15 175 62 0
184 226 73 0
232 194 1 0
181 229 33 0
245 201 34 0
113 207 11 0
43 174 32 0
200 110 64 0
123 175 35 0
46 87 19 0
143 178 60 0
66 227 57 0
252 11 56 0
118 142 86 0
203 131 19 0
184 108 31 0
174 180 12 0
120 213 95 0
82 57 21 0
242 133 38 0
141 73 82 0
22 150 42 0
139 84 62 0
238 90 89 0
139 217 9 0
6 33 77 0
29 173 39 0
107 29 81 0
65 169 69 0
108 236 49 0
125 49 9 0
138 126 73 0
42 43 39 0
109 42 32 0
179 122 58 0
19 118 59 0
11 183 23 0
244 185 92 0
153 81 89 0
240 142 65 0
5 11 49 0
185 54 35 0
191 52 71 0
79 10 8 0
81 198 83 0
94 213 89 0
129 41 22 0
202 171 56 0
170 45 40 0
200 235 80 0
119 182 75 0
197 5 12 0
165 63 81 0
26 7 76 0
93 162 93 0
144 97 57 0
57 22 71 0
213 7 84 0
218 34 84 0
244 198 1 0
72 18 57 0
220 174 38 0
179 84 72 0
219 61 22 0
213 8 62 0
240 29 97 0
66 103 97 0
186 100 79 0
188 136 89 0
83 147 53 0
245 3 55 0
152 89 26 0
24 154 13 0
65 27 72 0
248 110 47 0
228 3 15 0
187 234 56 0
59 132 13 0
167 43 10 0
247 227 49 0
242 92 14 0
166 110 78 0
232 112 72 0
3 250 8 0
133 23 80 0
112 242 40 0
17 1 51 0
106 5 30 0
202 13 82 0
204 162 35 0
172 164 50 0
195 29 44 0
127 96 79 0
248 210 91 0
131 119 7 0
26 225 89 0
163 83 84 0
146 171 47 0
150 218 8 0
42 166 39 0
28 17 5 0
39 187 23 0
100 207 18 0
204 128 48 0
77 142 11 0
205 35 29 0
212 25 9 0
49 200 66 0
228 219 36 0
18 86 80 0
159 134 6 0
97 27 47 0
77 63 77 0
43 135 34 0
103 5 74 0
99 39 79 0
228 236 78 0
174 167 98 0
157 174 37 0
54 24 69 0
123 138 98 0
95 1 91 0
188 67 45 0
93 182 94 0
185 213 13 0
84 54 71 0
14 145 38 0
244 83 100 0
235 31 5 0
30 250 40 0
235 245 58 0
144 61 71 0
151 246 39 0
195 12 81 0
217 61 17 0
246 87 7 0
243 153 65 0
15 88 73 0
132 166 79 0
25 133 86 0
206 70 12 0
249 125 9 0
174 227 96 0
18 107 12 0
14 178 67 0
28 184 33 0
230 227 22 0
85 156 9 0
71 166 16 0
60 66 43 0
105 8 75 0
209 196 20 0
196 172 88 0
176 25 41 0
40 49 96 0
206 162 97 0
198 103 100 0
10 6 40 0
76 54 72 0
6 245 71 0
69 96 33 0
203 147 98 0
54 142 57 0
3 113 45 0
108 214 45 0
228 55 65 0
88 158 34 0
215 171 76 0
249 133 51 0
167 225 78 0
114 92 17 0
84 137 32 0
155 208 90 0
215 124 10 0
135 169 45 0
169 33 36 0
242 186 13 0
200 145 15 0
160 6 51 0
49 7 11 0
191 33 22 0
65 204 72 0
108 96 77 0
28 221 83 0
27 171 79 0
120 184 77 0
125 108 98 0
138 200 76 0
72 104 6 0
143 169 28 0
87 59 51 0
68 36 35 0
211 31 75 0
111 133 87 0
97 225 69 0
174 147 32 0
17 218 2 0
237 38 18 0
175 228 76 0
22 167 28 0
119 36 28 0
200 252 18 0
133 30 41 0
207 173 11 0
18 124 47 0
228 153 94 0
183 255 47 0
86 216 80 0
62 231 41 0
157 92 48 0
179 35 69 0
27 244 40 0
186 213 60 0
119 148 42 0
67 236 67 0
168 22 17 0
150 140 44 0
25 0 38 0
209 226 92 0
172 56 4 0
106 150 9 0
160 20 55 0
135 102 87 0
215 137 62 0
246 133 24 0
56 48 49 0
92 213 90 0
145 22 87 0
107 35 1 0
166 213 52 0
79 236 17 0
110 106 49 0
189 75 15 0
234 149 88 0
220 110 13 0
217 159 7 0
83 51 33 0
41 241 85 0
95 58 7 0
124 174 61 0
174 207 5 0
208 168 95 0
4 11 44 0
202 88 13 0
50 56 28 0
227 132 55 0
174 117 9 0
134 47 92 0
85 12 33 0
231 59 30 0
220 234 31 0
249 196 27 0
168 120 67 0
135 167 48 0
12 170 78 0
159 73 22 0
91 108 80 0
49 37 75 0
157 2 64 0
186 46 91 0
150 230 92 0
142 130 48 0
47 181 58 0
50 145 44 0
26 150 64 0
245 36 93 0
176 21 33 0
127 159 57 0
234 73 14 0
87 226 83 0
26 12 39 0
60 255 57 0
255 164 14 0
221 24 12 0
190 210 28 0
85 11 10 0
98 63 68 0
75 24 98 0
131 30 100 0
126 57 56 0
192 174 20 0
13 236 65 0
15 40 30 0
174 7 39 0
116 82 63 0
70 200 4 0
22 241 65 0
194 188 98 0
47 94 85 0
64 204 8 0
220 251 13 0
0 156 8 0
0 74 70 0
49 24 89 0
137 145 66 0
79 248 33 0
190 75 64 0
60 155 91 0
4 219 96 0
209 207 53 0
5 141 6 0
58 132 42 0
71 53 86 0
245 242 47 0
237 234 76 0
85 180 90 0
21 199 26 0
117 84 95 0
234 75 62 0
182 153 90 0
135 207 28 0
198 92 42 0
25 200 45 0
213 229 43 0
3 132 35 0
188 24 89 0
184 68 7 0
1 12 53 0
42 6 54 0
176 229 24 0
0 2 74 0
80 140 33 0
130 36 23 0
3 253 69 0
15 95 72 0
209 93 7 0
0 103 9 0
30 223 82 0
6 219 100 0
48 171 27 0
95 192 13 0
146 208 15 0
30 209 34 0
165 3 40 0
129 187 100 0
39 209 65 0
90 164 87 0
3 215 53 0
25 75 77 0
27 195 34 0
62 218 10 0
82 174 1 0
100 163 50 0
133 101 31 0
226 160 86 0
176 58 51 0
16 35 6 0
10 53 69 0
117 249 6 0
30 121 56 0
81 61 44 0
121 14 31 0
103 70 8 0
224 163 55 0
99 58 92 0
144 224 72 0
169 175 40 0
246 33 45 0
128 234 64 0
183 238 43 0
41 36 79 0
120 229 64 0
32 29 43 0
147 83 100 0
42 79 66 0
194 67 43 0
161 24 31 0
142 189 17 0
105 250 39 0
116 154 49 0
52 41 66 0
92 155 85 0
182 239 100 0
203 17 87 0
196 254 78 0
169 10 47 0
68 166 60 0
212 102 76 0
44 5 37 0
158 77 21 0
150 172 50 0
254 194 76 0
171 196 46 0
192 95 49 0
4 211 57 0
66 247 89 0
242 118 76 0
80 222 54 0
152 41 83 0
50 140 89 0
158 186 41 0
111 14 1 0
164 31 59 0
48 52 38 0
254 54 57 0
35 157 16 0
229 120 66 0
74 127 58 0
199 157 74 0
200 213 95 0
170 142 46 0
49 162 25 0
233 221 4 0
168 190 15 0
164 39 77 0
210 165 6 0
40 79 86 0
220 208 44 0
199 50 57 0
177 69 61 0
207 24 66 0
130 110 46 0
123 160 4 0
41 231 92 0
41 47 90 0
176 160 84 0
217 110 33 0
210 201 61 0
235 3 15 0
106 46 91 0
88 5 66 0
243 159 92 0
130 54 55 0
52 116 72 0
180 250 88 0
43 80 1 0
135 112 2 0
170 235 14 0
99 161 8 0
114 168 82 0
184 155 51 0
142 95 56 0
40 135 9 0
248 43 65 0
251 125 58 0
212 44 100 0
109 96 83 0
156 120 73 0
24 90 95 0
48 35 8 0
3 25 94 0
194 81 54 0
94 30 75 0
110 1 27 0
33 185 47 0
99 248 45 0
65 247 93 0
117 197 85 0
182 247 48 0
52 78 24 0
55 87 51 0
96 177 56 0
241 79 26 0
215 108 91 0
192 124 51 0
132 247 52 0
128 90 30 0
215 150 43 0
46 92 8 0
36 130 83 0
90 215 20 0
108 29 32 0
32 34 56 0
142 41 72 0
105 251 9 0
113 153 100 0
3 90 76 0
174 97 56 0
6 134 66 0
107 156 20 0
111 35 3 0
47 75 11 0
217 111 24 0
141 99 39 0
220 237 90 0
172 220 27 0
196 84 76 0
135 111 48 0
200 197 19 0
42 163 28 0
184 1 90 0
180 79 76 0
251 169 83 0
176 254 49 0
63 142 85 0
38 183 30 0
1 24 15 0
95 114 79 0
157 88 65 0
196 20 33 0
72 125 18 0
165 237 25 0
97 0 85 0
237 21 50 0
143 65 13 0
129 247 80 0
236 163 64 0
192 31 24 0
29 78 100 0
166 226 52 0
109 243 63 0
222 14 49 0
95 232 56 0
54 194 6 0
183 129 27 0
6 71 52 0
190 206 27 0
192 44 98 0
104 69 29 0
141 244 69 0
217 208 54 0
36 231 31 0
34 199 41 0
143 221 51 0
195 71 40 0
156 152 93 0
241 144 100 0
236 232 11 0
2 200 37 0
196 64 9 0
68 39 82 0
46 228 34 0
194 196 34 0
60 160 19 0
59 217 42 0
154 177 73 0
68 173 45 0
9 44 100 0
228 0 74 0
204 62 22 0
34 220 60 0
192 53 27 0
50 172 4 0
19 164 78 0
57 220 58 0
115 59 2 0
134 82 58 0
106 74 69 0
131 68 95 0
109 230 39 0
49 170 7 0
118 94 12 0
9 22 15 0
252 152 92 0
63 87 100 0
189 104 73 0
5 72 33 0
92 123 83 0
177 173 93 0
167 236 38 0
219 254 27 0
126 242 2 0
41 67 42 0
31 137 35 0
87 215 45 0
8 24 30 0
90 221 64 0
121 70 20 0
174 222 20 0
106 201 84 0
183 101 61 0
6 198 49 0
197 198 70 0
33 95 55 0
235 98 8 0
218 144 15 0
81 231 91 0
43 55 10 0
45 159 83 0
161 71 35 0
201 191 31 0
149 13 94 0
76 16 20 0
5 142 89 0
15 46 86 0
23 139 60 0
222 76 98 0
13 158 88 0
239 98 78 0
225 203 48 0
181 50 62 0
21 50 30 0
185 115 55 0
43 35 4 0
0 76 21 0
88 78 59 0
101 164 21 0
222 133 56 0
138 89 75 0
8 107 84 0
183 186 28 0
239 200 97 0
184 206 8 0
171 64 50 0
245 203 82 0
245 219 60 0
176 195 1 0
63 33 14 0
186 256 28 0
181 164 18 0
123 14 10 0
64 156 34 0
64 48 3 0
228 163 16 0
225 5 33 0
22 215 18 0
150 39 16 0
205 104 54 0
113 247 51 0
25 126 68 0
111 140 36 0
177 91 59 0
140 31 51 0
168 33 82 0
115 7 11 0
109 249 97 0
90 20 74 0
253 36 99 0
172 171 1 0
46 183 44 0
105 186 9 0
18 240 1 0
234 238 84 0
137 42 61 0
127 33 55 0
20 228 22 0
254 165 45 0
209 24 49 0
101 48 3 0
11 192 90 0
220 60 35 0
245 7 53 0
1 125 47 0
80 49 22 0
240 26 12 0
125 169 40 0
130 199 71 0
22 159 86 0
241 33 95 0
25 80 26 0
23 47 68 0
206 189 66 0
214 168 19 0
29 189 10 0
210 10 21 0
56 155 10 0
174 63 58 0
83 132 74 0
191 37 66 0
70 192 98 0
234 177 10 0
117 180 64 0
168 185 45 0
16 241 67 0
111 215 77 0
196 200 46 0
136 211 29 0
190 201 43 0
230 56 20 0
101 226 6 0
17 29 4 0
107 108 66 0
79 50 12 0
217 79 56 0
77 52 50 0
5 65 86 0
234 231 87 0
156 15 51 0
158 178 84 0
139 121 41 0
221 48 48 0
239 105 21 0
65 35 43 0
77 8 7 0
48 153 45 0
128 170 53 0
119 139 66 0
141 165 19 0
224 4 18 0
74 252 37 0
73 127 33 0
14 24 78 0
93 164 34 0
219 33 33 0
47 164 18 0
88 27 34 0
149 141 1 0
19 92 42 0
59 239 95 0
59 226 77 0
56 110 4 0
145 176 83 0
29 25 92 0
170 193 22 0
178 197 75 0
108 149 2 0
144 94 97 0
126 27 80 0
112 102 43 0
41 253 2 0
160 32 87 0
11 252 15 0
219 37 35 0
152 149 6 0
188 82 84 0
152 119 68 0
163 41 58 0
58 216 25 0
93 250 99 0
57 210 12 0
64 11 31 0
49 138 98 0
95 157 3 0
166 229 14 0
203 176 1 0
222 48 52 0
207 131 36 0
156 105 1 0
107 7 67 0
123 229 98 0
44 122 58 0
107 151 18 0
74 147 19 0
246 166 76 0
71 92 60 0
240 21 25 0
246 178 7 0
60 230 30 0
247 127 70 0
70 13 60 0
46 139 12 0
126 124 9 0
13 156 38 0
131 120 32 0
13 35 42 0
49 34 91 0
241 28 51 0
14 135 12 0
48 12 74 0
29 249 85 0
97 24 42 0
199 69 37 0
126 17 50 0
245 129 38 0
3 17 59 0
154 208 40 0
123 246 61 0
107 248 13 0
102 24 47 0
204 113 71 0
41 7 21 0
190 236 11 0
238 182 11 0
25 154 35 0
5 161 45 0
157 10 33 0
72 139 68 0
67 104 51 0
186 55 58 0
245 207 82 0
47 6 69 0
224 220 21 0
105 155 45 0
217 122 28 0
58 228 47 0
222 81 60 0
166 99 91 0
234 68 22 0
166 227 99 0
245 76 42 0
146 40 70 0
245 81 66 0
235 81 86 0
98 119 36 0
252 150 57 0
218 150 100 0
52 211 95 0
147 26 8 0
132 128 13 0
161 120 58 0
93 194 77 0
244 178 39 0
96 128 47 0
34 94 39 0
237 217 54 0
49 234 72 0
150 36 95 0
64 96 15 0
149 86 40 0
24 235 22 0
254 8 46 0
144 20 17 0
148 152 35 0
121 85 71 0
193 153 23 0
179 33 7 0
159 242 59 0
49 195 18 0
30 46 5 0
127 42 38 0
214 207 48 0
57 100 76 0
14 74 65 0
116 115 77 0
186 1 15 0
51 216 99 0
24 163 83 0
241 162 83 0
124 115 86 0
181 26 100 0
96 219 85 0
134 254 59 0
21 162 52 0
132 32 33 0
132 18 77 0
77 99 41 0
155 207 88 0
127 19 41 0
75 96 89 0
244 172 42 0
74 155 55 0
104 98 2 0
199 208 80 0
185 146 25 0
74 83 96 0
169 66 40 0
68 44 16 0
175 111 56 0
131 226 85 0
110 32 20 0
7 176 27 0
89 90 3 0
10 84 5 0
253 66 8 0
208 121 35 0
76 69 24 0
230 247 68 0
144 252 26 0
251 35 90 0
151 122 14 0
92 218 66 0
190 238 42 0
240 19 100 0
250 252 27 0
78 126 12 0
242 117 78 0
119 231 90 0
3 82 79 0
74 51 44 0
38 153 34 0
75 39 73 0
104 123 30 0
166 217 11 0
133 107 41 0
99 132 67 0
46 193 66 0
10 193 10 0
126 205 98 0
35 19 60 0
144 102 32 0
85 246 77 0
50 201 68 0
127 38 89 0
195 225 98 0
120 212 96 0
64 155 21 0
194 148 1 0
245 225 33 0
222 183 46 0
227 154 22 0
107 42 63 0
255 147 97 0
15 137 5 0
10 115 17 0
224 78 12 0
85 226 85 0
145 256 58 0
55 63 93 0
142 58 94 0
60 166 54 0
160 192 54 0
107 58 18 0
73 113 96 0
58 76 83 0
28 88 84 0
241 97 55 0
254 186 5 0
106 198 36 0
180 55 67 0
237 105 57 0
248 185 79 0
166 124 96 0
184 84 80 0
146 139 70 0
9 128 61 0
209 85 60 0
95 70 13 0
128 43 55 0
195 207 91 0
34 62 52 0
253 121 91 0
57 136 48 0
252 157 34 0
80 123 87 0
158 85 61 0
81 116 37 0
48 43 63 0
15 62 14 0
118 63 90 0
253 95 77 0
95 87 63 0
207 101 83 0
223 78 80 0
158 198 89 0
154 230 39 0
59 197 66 0
191 145 7 0
156 232 100 0
245 33 97 0
66 124 99 0
172 38 20 0
168 197 18 0
104 185 44 0
95 220 43 0
24 137 8 0
86 140 93 0
242 21 70 0
27 107 36 0
133 155 8 0
9 20 5 0
118 123 22 0
208 179 3 0
238 31 34 0
237 59 20 0
245 121 77 0
256 138 32 0
178 227 12 0
23 66 100 0
88 106 82 0
231 34 7 0
92 34 44 0
64 153 91 0
243 28 50 0
170 0 63 0
146 10 96 0
114 147 82 0
64 31 3 0
87 89 98 0
19 67 68 0
239 235 1 0
167 85 83 0
50 126 9 0
33 251 49 0
117 164 94 0
30 163 92 0
149 196 76 0
196 65 62 0
29 123 4 0
180 22 62 0
100 26 72 0
168 41 32 0
63 148 66 0
255 88 14 0
148 80 95 0
108 157 54 0
64 69 92 0
31 197 73 0
245 43 91 0
69 221 39 0
64 235 38 0
216 199 41 0
125 44 79 0
171 3 66 0
129 64 63 0
18 149 87 0
223 193 44 0
101 211 69 0
15 191 75 0
241 141 61 0
210 147 37 0
225 197 33 0
43 24 18 0
84 128 52 0
11 139 67 0
35 53 21 0
33 36 92 0
155 83 60 0
138 85 37 0
141 255 68 0
174 69 86 0
62 65 95 0
151 76 18 0
188 4 33 0
222 157 7 0
3 146 78 0
230 24 51 0
20 179 2 0
237 96 53 0
242 77 8 0
112 113 36 0
177 155 6 0
8 156 2 0
209 190 51 0
65 159 59 0
107 89 59 0
20 116 18 0
206 233 93 0
180 255 63 0
122 125 39 0
31 27 72 0
52 90 88 0
43 113 33 0
84 168 24 0
134 184 6 0
225 181 54 0
6 189 61 0
138 112 100 0
63 248 89 0
226 233 27 0
121 196 60 0
200 184 17 0
66 234 37 0
38 206 88 0
75 155 45 0
104 96 18 0
56 0 37 0
241 163 76 0
50 25 2 0
23 69 82 0
241 254 65 0
111 167 13 0
192 59 1 0
133 37 36 0
93 236 59 0
78 180 54 0
126 254 46 0
124 32 53 0
245 172 37 0
20 43 9 0
199 44 45 0
128 71 67 0
127 137 55 0
153 225 57 0
66 99 67 0
183 229 9 0
229 141 78 0
252 253 12 0
252 148 27 0
41 53 37 0
36 241 4 0
192 41 9 0
122 8 31 0
240 164 9 0
243 75 58 0
55 165 11 0
69 145 49 0
110 164 73 0
174 21 74 0
207 225 59 0
65 72 19 0
37 235 10 0
114 121 21 0
12 43 5 0
203 3 51 0
64 142 8 0
59 6 56 0
190 42 99 0
114 198 2 0
230 75 88 0
124 222 81 0
180 51 48 0
202 201 33 0
122 53 54 0
177 240 48 0
48 36 35 0
83 64 12 0
177 215 9 0
87 16 73 0
104 99 53 0
87 254 30 0
170 207 46 0
242 196 73 0
56 121 35 0
189 250 81 0
50 244 76 0
7 52 75 0
38 152 15 0
135 131 35 0
174 102 35 0
164 12 86 0
195 44 97 0
2 236 19 0
157 249 68 0
178 228 22 0
37 105 41 0
185 144 45 0
72 118 7 0
191 180 88 0
78 96 93 0
184 164 64 0
172 59 25 0
126 195 96 0
193 32 53 0
124 162 36 0
73 132 11 0
13 115 68 0
229 193 29 0
245 141 99 0
167 32 18 0
252 114 40 0
183 155 56 0
6 136 58 0
198 232 18 0
256 154 13 0
226 13 49 0
142 146 16 0
30 219 32 0
15 200 41 0
9 29 64 0
136 198 35 0
108 93 14 0
23 160 95 0
171 158 1 0
217 100 72 0
38 51 13 0
240 101 11 0
65 69 35 0
86 130 18 0
234 216 73 0
186 143 80 0
162 224 63 0
31 19 17 0
19 88 97 0
190 63 70 0
133 84 20 0
143 21 29 0
180 36 49 0
40 144 79 0
243 88 65 0
178 229 8 0
172 207 31 0
38 253 19 0
182 113 60 0
249 85 85 0
176 161 93 0
153 91 5 0
6 149 47 0
214 23 57 0
28 225 7 0
194 142 26 0
155 220 1 0
145 153 10 0
37 164 48 0
130 216 3 0
41 190 41 0
198 206 33 0
35 231 12 0
181 47 68 0
65 80 17 0
74 151 33 0
53 240 92 0
99 37 76 0
4 223 92 0
20 2 72 0
245 67 38 0
21 202 25 0
28 140 44 0
72 252 99 0
207 227 66 0
62 167 47 0
26 226 30 0
95 241 13 0
223 24 61 0
106 119 69 0
206 42 62 0
1 240 17 0
102 116 41 0
7 170 12 0
142 254 97 0
8 57 40 0
138 237 2 0
82 94 51 0
22 43 64 0
243 31 88 0
130 98 83 0
187 78 12 0
140 34 87 0
8 33 23 0
205 179 9 0
16 115 89 0
4 217 2 0
148 210 25 0
36 154 78 0
44 142 63 0
42 242 71 0
43 89 53 0
252 43 79 0
160 245 13 0
28 166 24 0
206 13 22 0
98 5 14 0
117 152 49 0
58 166 65 0
184 66 89 0
80 35 73 0
97 255 7 0
244 168 20 0
150 12 67 0
19 90 64 0
181 208 74 0
200 231 29 0
103 57 87 0
84 219 4 0
140 126 60 0
138 166 19 0
120 110 23 0
167 23 37 0
113 210 1 0
114 116 28 0
20 168 46 0
254 166 73 0
22 250 16 0
100 18 61 0
138 9 31 0
143 23 19 0
155 52 79 0
31 256 3 0
227 68 73 0
12 135 20 0
130 42 23 0
11 113 24 0
42 93 78 0
124 8 16 0
166 9 49 0
184 149 21 0
158 6 68 0
86 69 40 0
247 117 5 0
112 45 92 0
13 34 59 0
18 33 45 0
12 83 92 0
179 70 95 0
248 10 78 0
45 43 47 0
73 109 52 0
28 100 66 0
149 201 20 0
136 11 6 0
87 124 95 0
10 112 76 0
46 24 28 0
55 24 21 0
233 241 56 0
34 157 8 0
35 44 4 0
221 28 45 0
21 185 8 0
110 20 63 0
72 215 86 0
201 44 31 0
195 110 33 0
93 128 20 0
248 100 25 0
201 175 27 0
127 198 12 0
52 157 88 0
113 232 55 0
54 164 71 0
60 173 81 0
121 81 14 0
204 222 8 0
143 207 92 0
252 201 43 0
152 245 12 0
124 173 68 0
254 247 65 0
177 98 17 0
55 38 46 0
228 232 33 0
219 0 33 0
122 221 44 0
163 208 82 0
81 177 61 0
242 250 12 0
184 4 1 0
65 113 78 0
147 225 87 0
252 182 3 0
210 130 45 0
18 183 55 0
33 173 72 0
154 182 72 0
223 220 83 0
253 188 83 0
227 114 10 0
223 60 47 0
111 108 58 0
203 25 95 0
238 193 69 0
49 20 33 0
150 134 36 0
183 103 21 0
61 77 43 0
190 70 32 0
191 65 64 0
237 62 62 0
184 80 80 0
163 139 71 0
53 6 89 0
10 153 25 0
72 172 94 0
131 221 41 0
75 107 47 0
22 42 49 0
55 252 73 0
99 12 9 0
131 229 5 0
173 183 38 0
80 246 73 0
131 44 72 0
200 220 57 0
189 88 88 0
158 8 85 0
187 32 6 0
123 234 87 0
131 66 72 0
37 28 95 0
37 143 75 0
37 107 74 0
51 173 48 0
222 19 5 0
179 104 80 0
99 165 40 0
133 195 91 0
183 10 27 0
68 31 62 0
151 245 21 0
207 185 97 0
252 255 73 0
52 165 62 0
45 40 98 0
86 38 64 0
128 150 4 0
99 241 80 0
66 34 66 0
75 32 23 0
227 173 78 0
17 182 59 0
206 236 40 0
114 15 66 0
109 32 22 0
82 211 94 0
30 195 13 0
85 176 1 0
118 166 64 0
92 119 7 0
76 93 28 0
191 62 23 0
244 6 22 0
78 122 82 0
231 242 83 0
175 181 94 0
227 142 41 0
10 7 81 0
234 29 57 0
67 134 78 0
149 1 66 0
174 26 16 0
131 64 73 0
21 80 52 0
246 209 70 0
137 123 44 0
25 34 32 0
20 124 23 0
146 25 46 0
144 212 61 0
253 42 29 0
82 25 3 0
151 249 60 0
129 136 81 0
35 90 54 0
136 44 53 0
123 191 92 0
134 30 64 0
162 101 64 0
221 76 73 0
132 53 20 0
172 228 28 0
65 18 54 0
179 79 53 0
155 5 85 0
182 4 71 0
112 5 37 0
8 0 86 0
58 176 99 0
220 175 17 0
99 90 95 0
110 105 23 0
182 41 87 0
5 80 27 0
35 169 34 0
14 62 35 0
225 236 59 0
234 61 65 0
124 212 16 0
0 97 26 0
172 232 74 0
19 81 6 0
4 248 7 0
144 41 41 0
132 159 87 0
97 21 71 0
71 89 45 0
196 235 83 0
202 118 85 0
23 72 70 0
35 184 58 0
168 184 56 0
76 132 45 0
65 134 48 0
142 170 58 0
119 205 81 0
124 251 64 0
115 4 70 0
238 130 51 0
93 92 45 0
77 196 81 0
28 191 12 0
29 252 56 0
156 119 77 0
144 207 48 0
247 230 28 0
1 84 43 0
214 43 20 0
247 90 28 0
2 250 78 0
194 195 43 0
230 252 71 0
134 136 92 0
4 172 46 0
101 213 89 0
55 49 66 0
186 118 81 0
247 198 15 0
192 34 41 0
133 212 31 0
192 158 75 0
50 248 21 0
73 57 66 0
54 204 44 0
156 122 69 0
20 222 24 0
0 146 24 0
28 63 20 0
168 116 82 0
74 205 42 0
138 192 85 0
64 220 74 0
205 114 80 0
189 224 50 0
99 234 41 0
189 198 83 0
200 241 72 0
31 54 5 0
252 183 57 0
51 210 49 0
211 167 69 0
69 156 70 0
70 128 76 0
111 213 98 0
177 82 54 0
85 41 41 0
125 106 9 0
62 0 97 0
150 74 21 0
100 160 55 0
0 88 50 0
123 67 68 0
94 168 90 0
188 124 80 0
236 148 31 0
145 29 15 0
192 49 15 0
79 94 27 0
163 228 78 0
170 212 80 0
133 36 37 0
107 100 76 0
120 13 77 0
80 52 42 0
82 100 71 0
202 153 18 0
117 145 38 0
145 204 88 0
124 109 73 0
115 83 83 0
7 110 86 0
73 192 95 0
129 178 66 0
45 223 38 0
227 18 6 0
247 88 60 0
155 36 30 0
172 201 2 0
149 91 48 0
125 247 46 0
231 58 43 0
82 151 47 0
23 86 82 0
193 18 19 0
203 101 76 0
191 197 63 0
176 173 46 0
115 216 12 0
1 108 44 0
9 191 15 0
111 110 96 0
196 203 26 0
194 220 45 0
42 83 42 0
205 124 23 0
67 146 36 0
25 123 40 0
97 110 83 0
109 255 54 0
141 192 87 0
56 176 10 0
234 147 24 0
185 120 51 0
13 206 45 0
35 175 99 0
158 215 63 0
35 208 56 0
69 102 93 0
21 112 43 0
46 105 52 0
207 88 22 0
91 101 49 0
210 117 10 0
230 141 82 0
164 202 9 0
152 242 84 0
132 123 79 0
101 127 94 0
41 131 60 0
254 51 60 0
173 109 55 0
59 118 7 0
133 151 35 0
113 133 3 0
106 52 12 0
155 51 44 0
173 138 49 0
232 246 41 0
140 3 12 0
29 137 12 0
123 256 81 0
94 117 42 0
208 105 18 0
230 112 72 0
31 215 27 0
237 0 47 0
239 222 89 0
221 127 37 0
51 232 96 0
221 219 14 0
114 242 23 0
96 116 91 0
9 97 100 0
72 251 7 0
213 108 81 0
107 119 66 0
33 162 97 0
8 250 24 0
181 238 12 0
102 95 63 0
110 112 18 0
69 185 22 0
33 51 65 0
135 124 35 0
83 216 22 0
202 143 26 0
46 160 91 0
42 215 70 0
134 16 30 0
112 160 87 0
230 73 58 0
239 1 70 0
108 177 32 0
74 254 58 0
13 45 33 0
119 177 10 0
220 212 29 0
198 139 38 0
62 229 66 0
141 241 67 0
67 173 42 0
21 104 61 0
242 209 38 0
22 26 8 0
151 93 57 0
137 203 46 0
101 33 30 0
56 252 71 0
83 245 78 0
90 249 99 0
11 77 68 0
27 1 58 0
203 88 46 0
70 10 96 0
20 217 8 0
41 218 10 0
